"filename", "language", "TypeScript", "Luau", "TypeScript JSX", "comment", "blank", "total"
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\gamepassShop.tsx", "TypeScript JSX", 0, 0, 2171, 9, 172, 2352
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\isleEnterPopup.tsx", "TypeScript JSX", 0, 0, 259, 7, 27, 293
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\itemAddedPopup.tsx", "TypeScript JSX", 0, 0, 157, 2, 19, 178
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\itemViewport.tsx", "TypeScript JSX", 0, 0, 74, 10, 15, 99
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\luckBar.tsx", "TypeScript JSX", 0, 0, 232, 2, 28, 262
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\mainUi.tsx", "TypeScript JSX", 0, 0, 2486, 96, 167, 2749
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\playTimeRewards.tsx", "TypeScript JSX", 0, 0, 388, 2, 35, 425
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\popups.tsx", "TypeScript JSX", 0, 0, 140, 5, 14, 159
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\richBillboardText.tsx", "TypeScript JSX", 0, 0, 42, 0, 5, 47
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\rightSideMenu.tsx", "TypeScript JSX", 0, 0, 424, 10, 45, 479
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\sell.tsx", "TypeScript JSX", 0, 0, 364, 0, 39, 403
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\shop.tsx", "TypeScript JSX", 0, 0, 728, 57, 57, 842
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\sidebar.tsx", "TypeScript JSX", 0, 0, 203, 2, 18, 223
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\soldItemPopup.tsx", "TypeScript JSX", 0, 0, 148, 2, 19, 169
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\targetCompass.tsx", "TypeScript JSX", 0, 0, 210, 0, 21, 231
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\toolbar.tsx", "TypeScript JSX", 0, 0, 306, 50, 52, 408
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\typeWritingBillboard.tsx", "TypeScript JSX", 0, 0, 48, 0, 8, 56
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\reactComponents\volumeMuteButton.tsx", "TypeScript JSX", 0, 0, 28, 0, 6, 34
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\runtime.client.ts", "TypeScript", 5, 0, 0, 0, 4, 9
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\client\utils\springs.ts", "TypeScript", 11, 0, 0, 0, 2, 13
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\network.ts", "TypeScript", 3, 0, 0, 0, 2, 5
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\profileTemplate.ts", "TypeScript", 40, 0, 0, 8, 13, 61
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\runtime.server.ts", "TypeScript", 5, 0, 0, 0, 3, 8
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\analyticsService.ts", "TypeScript", 18, 0, 0, 3, 3, 24
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\boatService.ts", "TypeScript", 175, 0, 0, 8, 30, 213
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\detectorService.ts", "TypeScript", 138, 0, 0, 12, 31, 181
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\devproductService.ts", "TypeScript", 90, 0, 0, 0, 18, 108
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\gamepassService.ts", "TypeScript", 69, 0, 0, 6, 15, 90
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\inventoryService.ts", "TypeScript", 430, 0, 0, 6, 85, 521
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\leaderstatService.ts", "TypeScript", 38, 0, 0, 1, 6, 45
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\levelService.ts", "TypeScript", 87, 0, 0, 0, 19, 106
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\moneyService.ts", "TypeScript", 42, 0, 0, 3, 8, 53
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\profileService.ts", "TypeScript", 60, 0, 0, 1, 10, 71
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\rewardsService.ts", "TypeScript", 127, 0, 0, 2, 20, 149
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\shovelService.ts", "TypeScript", 47, 0, 0, 0, 8, 55
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\targetService.ts", "TypeScript", 566, 0, 0, 91, 134, 791
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\server\services\zoneService.ts", "TypeScript", 80, 0, 0, 1, 9, 90
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\boatConfig.ts", "TypeScript", 61, 0, 0, 0, 12, 73
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\dailyRewardConfig.ts", "TypeScript", 11, 0, 0, 1, 3, 15
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\devproducts.ts", "TypeScript", 108, 0, 0, 16, 6, 130
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\mapConfig.d.ts", "TypeScript", 8, 0, 0, 0, 4, 12
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\mapConfig.lua", "Luau", 0, 71, 0, 1, 2, 74
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\metalDetectorConfig.d.ts", "TypeScript", 13, 0, 0, 0, 5, 18
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\metalDetectorConfig.lua", "Luau", 0, 124, 0, 1, 1, 126
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\potionConfig.ts", "TypeScript", 30, 0, 0, 0, 4, 34
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\shopConfig.ts", "TypeScript", 52, 0, 0, 0, 3, 55
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\shovelConfig.d.ts", "TypeScript", 11, 0, 0, 0, 5, 16
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\shovelConfig.lua", "Luau", 0, 105, 0, 1, 1, 107
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\targetConfig.d.ts", "TypeScript", 14, 0, 0, 1, 6, 21
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\targetConfig.lua", "Luau", 0, 365, 0, 6, 4, 375
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\config\timePlayedConfig.ts", "TypeScript", 24, 0, 0, 0, 6, 30
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\constants.d.ts", "TypeScript", 61, 0, 0, 1, 18, 80
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\constants.lua", "Luau", 0, 118, 0, 5, 14, 137
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\network.ts", "TypeScript", 98, 0, 0, 2, 6, 106
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\networkTypes.ts", "TypeScript", 47, 0, 0, 11, 12, 70
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\signals.ts", "TypeScript", 24, 0, 0, 2, 3, 29
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\attributeUtil.ts", "TypeScript", 11, 0, 0, 0, 2, 13
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\castingUtil.ts", "TypeScript", 24, 0, 0, 14, 7, 45
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\characterUtil.ts", "TypeScript", 41, 0, 0, 19, 11, 71
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\crossPlatformUtil.ts", "TypeScript", 13, 0, 0, 0, 3, 16
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\detectorUtil.ts", "TypeScript", 42, 0, 0, 22, 13, 77
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\eternityNum.d.ts", "TypeScript", 56, 0, 0, 282, 62, 400
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\eternityNum.lua", "Luau", 0, 1049, 0, 22, 172, 1243
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\interval.d.ts", "TypeScript", 1, 0, 0, 5, 1, 7
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\interval.luau", "Luau", 0, 26, 0, 4, 8, 38
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\monetizationUtil.ts", "TypeScript", 26, 0, 0, 9, 6, 41
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\nameUtil.ts", "TypeScript", 60, 0, 0, 7, 15, 82
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\pather.ts", "TypeScript", 209, 0, 0, 57, 44, 310
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\playerUtil.ts", "TypeScript", 19, 0, 0, 3, 5, 27
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\targetUtil.ts", "TypeScript", 41, 0, 0, 23, 9, 73
"c:\Users\jorde\OneDrive\Documents\GitHub\DiggingGame\src\shared\util\vfxUtil.ts", "TypeScript", 22, 0, 0, 0, 3, 25
"Total", "-", 5879, 1858, 9806, 1203, 2267, 21013
